2024-06-23 11:00:32.160 [main] INFO  up.edu.br.daos.ValletDao - leitura dos Vallet do arquivo txt e adicao a lista Vallet
2024-06-23 11:00:32.161 [main] INFO  up.edu.br.daos.FuncionarioDao - inciando leitura do arquivo funcionarios
2024-06-23 11:00:32.161 [main] INFO  up.edu.br.daos.FuncionarioDao - leitura dos funcionarios do arquivo txt e adicao a lista funcionarios
2024-06-23 11:00:32.161 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:32.161 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:32.162 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:32.162 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:40.795 [main] INFO  up.edu.br.daos.ValletDao - inciando leitura do arquivo Vallet
2024-06-23 11:00:40.795 [main] INFO  up.edu.br.daos.ValletDao - leitura dos Vallet do arquivo txt e adicao a lista Vallet
2024-06-23 11:00:40.796 [main] INFO  up.edu.br.daos.FuncionarioDao - inciando leitura do arquivo funcionarios
2024-06-23 11:00:40.796 [main] INFO  up.edu.br.daos.FuncionarioDao - leitura dos funcionarios do arquivo txt e adicao a lista funcionarios
2024-06-23 11:00:40.796 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:40.796 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:40.797 [main] INFO  up.edu.br.daos.ClienteDao - Iniciando leitura do arquivo clientes
2024-06-23 11:00:40.797 [main] INFO  up.edu.br.daos.ClienteDao - Leitura dos clientes do arquivo txt e adição à lista clientes
2024-06-23 11:00:49.058 [main] INFO  up.edu.br.daos.ValletDao - inciando leitura do arquivo Vallet
2024-06-23 11:00:49.058 [main] INFO  up.edu.br.daos.ValletDao - leitura dos Vallet do arquivo txt e adicao a lista Vallet
2024-06-23 11:00:49.058 [main] INFO  up.edu.br.daos.HistoricoDao - inciando leitura do arquivo Historico
2024-06-23 11:00:49.059 [main] INFO  up.edu.br.daos.HistoricoDao - leitura do Historico do arquivo txt
2024-06-23 11:00:49.059 [main] INFO  up.edu.br.daos.HistoricoDao - iniciando Save do arquivo Historico
2024-06-23 11:00:49.059 [main] INFO  up.edu.br.daos.HistoricoDao - Escrevendo os dados do Historico no arquivo txt
2024-06-23 11:00:49.064 [main] INFO  up.edu.br.daos.ValletDao - iniciando Save do arquivo Vallet
2024-06-23 11:00:49.064 [main] INFO  up.edu.br.daos.ValletDao - Escrevendo os dados do Vallet no arquivo txt
2024-06-23 11:00:51.273 [main] INFO  up.edu.br.views.ValletView - iniciando listagem de estacionamento
2024-06-23 11:00:51.274 [main] INFO  up.edu.br.daos.ValletDao - inciando leitura do arquivo Vallet
2024-06-23 11:00:51.275 [main] INFO  up.edu.br.daos.ValletDao - leitura dos Vallet do arquivo txt e adicao a lista Vallet
